,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
27985,Pakistan,South Africa,St Lucia,56,59,7,5.508196721311475,38.0,148
9730,England,New Zealand,Auckland,91,70,8,10.92,66.0,214
24793,Pakistan,Bangladesh,Mirpur,155,13,6,8.69158878504673,43.0,190
43135,West Indies,Sri Lanka,Pallekele,64,47,8,5.260273972602739,30.0,129
38481,Sri Lanka,West Indies,Barbados,185,4,8,9.56896551724138,56.0,195
363,Afghanistan,Sri Lanka,Kolkata,147,2,3,7.47457627118644,53.0,153
39462,West Indies,Australia,St Lucia,61,59,5,6.0,22.0,105
31389,South Africa,India,Johannesburg,93,31,5,6.269662921348314,36.0,126
24156,Pakistan,Australia,St Lucia,82,62,9,8.482758620689655,50.0,191
10869,England,Pakistan,London,112,49,8,9.464788732394366,36.0,185
17758,New Zealand,Australia,Wellington,116,4,2,6.0,28.0,118
26676,Pakistan,New Zealand,Dubai,102,42,6,7.846153846153846,46.0,161
31903,South Africa,New Zealand,Barbados,136,15,7,7.771428571428571,48.0,170
20899,New Zealand,Pakistan,Wellington,150,21,6,9.090909090909092,47.0,196
39677,West Indies,Bangladesh,Dhaka,76,91,10,15.724137931034482,74.0,190
10490,England,Pakistan,Dubai,47,80,8,7.05,38.0,172
29823,South Africa,Australia,Johannesburg,87,60,8,8.7,44.0,204
1376,Australia,England,Melbourne,95,36,5,6.785714285714286,23.0,147
13635,India,Bangladesh,Mirpur,119,23,6,7.360824742268041,52.0,166
38252,Sri Lanka,South Africa,Delhi,85,41,5,6.455696202531645,20.0,120
37104,Sri Lanka,Pakistan,Colombo,134,16,5,7.730769230769231,44.0,172
30582,South Africa,England,Cape Town,116,26,7,7.404255319148936,48.0,191
32138,South Africa,New Zealand,London,63,55,8,5.815384615384615,20.0,128
28701,Pakistan,West Indies,Karachi,108,50,9,9.257142857142858,49.0,205
24517,Pakistan,Bangladesh,Mirpur,34,80,10,5.1,28.0,141
35053,Sri Lanka,Bangladesh,Pallekele,183,7,5,9.716814159292037,66.0,198
27374,Pakistan,South Africa,Abu Dhabi,83,46,6,6.72972972972973,37.0,119
6597,Bangladesh,New Zealand,Napier,98,29,5,6.461538461538462,30.0,141
3727,Australia,Pakistan,Melbourne,103,27,3,6.645161290322581,26.0,127
7124,Bangladesh,Sri Lanka,Chittagong,45,78,6,6.428571428571429,30.0,120
30390,South Africa,England,Cape Town,54,88,9,10.125,54.0,179
33117,South Africa,Sri Lanka,Hambantota,49,69,7,5.764705882352941,34.0,145
34710,Sri Lanka,Bangladesh,Colombo,77,75,9,10.266666666666667,47.0,214
22977,New Zealand,West Indies,Mount Maunganui,237,1,8,11.949579831932772,71.0,238
9410,England,India,London,39,85,9,6.685714285714286,37.0,153
5910,Bangladesh,Australia,Mirpur,31,85,8,5.314285714285714,29.0,153
14124,India,England,Colombo,143,12,7,7.944444444444445,46.0,170
12842,India,Australia,Colombo,56,80,9,8.4,45.0,140
28930,Pakistan,West Indies,Trinidad,87,28,5,5.673913043478261,36.0,132
13271,India,Australia,Mirpur,137,14,6,7.754716981132075,54.0,159
24097,Pakistan,Australia,Perth,92,25,4,5.810526315789474,29.0,106
20391,New Zealand,Pakistan,Dubai,73,52,6,6.441176470588236,37.0,135
28447,Pakistan,Sri Lanka,Lahore,63,69,9,7.411764705882353,38.0,180
13124,India,Australia,Melbourne,114,39,9,8.444444444444445,34.0,184
5219,Australia,Sri Lanka,Perth,43,58,5,4.161290322580645,21.0,133
28232,Pakistan,Sri Lanka,Colombo,171,1,5,8.621848739495798,46.0,172
22112,New Zealand,Sri Lanka,Mount Maunganui,146,19,7,8.673267326732674,42.0,182
24106,Pakistan,Australia,Perth,97,16,2,5.596153846153846,24.0,106
3900,Australia,South Africa,Adelaide,102,33,6,7.0344827586206895,39.0,144
29990,South Africa,Australia,Melbourne,57,51,7,4.956521739130435,15.0,101
30570,South Africa,England,Cape Town,126,29,7,8.307692307692308,40.0,179
45,Afghanistan,Bangladesh,Dhaka,83,48,6,6.916666666666667,39.0,164
22377,New Zealand,Sri Lanka,Pallekele,174,0,3,8.7,38.0,174
37331,Sri Lanka,Pakistan,Dubai,143,1,5,7.210084033613445,54.0,145
11321,England,South Africa,Cardiff,38,90,9,7.6,38.0,181
42926,West Indies,Sri Lanka,Colombo,63,81,9,9.692307692307692,58.0,162
28137,Pakistan,Sri Lanka,Colombo,86,46,7,6.972972972972973,34.0,175
1835,Australia,India,Barbados,127,43,9,9.896103896103895,57.0,184
34452,Sri Lanka,Australia,Pallekele,76,60,8,7.6,34.0,198
12378,England,West Indies,London,75,66,8,8.333333333333334,43.0,161
10879,England,Pakistan,London,129,39,7,9.555555555555555,43.0,185
22593,New Zealand,West Indies,Auckland,118,34,5,8.232558139534884,50.0,189
24709,Pakistan,Bangladesh,Mirpur,97,34,7,6.767441860465116,45.0,141
41985,West Indies,New Zealand,Wellington,67,57,6,6.380952380952381,30.0,159
24659,Pakistan,Bangladesh,Mirpur,98,46,7,7.945945945945946,36.0,190
20121,New Zealand,Pakistan,Cape Town,75,51,8,6.521739130434782,29.0,143
18847,New Zealand,England,Pallekele,42,81,8,6.461538461538462,34.0,148
18919,New Zealand,England,Pallekele,125,11,5,6.8807339449541285,48.0,148
3456,Australia,Pakistan,Dubai,88,6,2,4.631578947368421,21.0,89
26762,Pakistan,New Zealand,Dubai,132,14,5,7.471698113207547,34.0,153
16752,India,West Indies,Lauderhill,109,44,9,8.605263157894736,42.0,167
1733,Australia,England,Sydney,166,26,5,10.595744680851064,39.0,221
22103,New Zealand,Sri Lanka,Mount Maunganui,132,28,8,8.608695652173912,32.0,182
8585,England,Australia,Chester-le-Street,93,62,10,9.620689655172416,52.0,195
17080,India,West Indies,Mumbai,97,49,9,8.19718309859155,35.0,192
29259,South Africa,Australia,Brisbane,141,7,5,7.486725663716814,48.0,157
36158,Sri Lanka,India,Mumbai,69,56,6,6.46875,32.0,135
758,Afghanistan,West Indies,St Kitts,57,40,3,4.275,16.0,110
39657,West Indies,Australia,Sydney,101,17,3,5.883495145631068,24.0,138
29453,South Africa,Australia,Cape Town,172,1,6,8.672268907563025,49.0,178
23818,Pakistan,Australia,Harare,93,56,8,8.71875,44.0,194
7071,Bangladesh,South Africa,Cape Town,104,42,4,8.0,26.0,144
24867,Pakistan,Bangladesh,St Lucia,57,75,10,7.6,36.0,172
12881,India,Australia,Colombo,85,41,5,6.455696202531645,25.0,140
24959,Pakistan,England,Barbados,56,77,9,7.813953488372093,37.0,147
39855,West Indies,Bangladesh,Johannesburg,145,8,5,7.767857142857143,50.0,164
28917,Pakistan,West Indies,Trinidad,98,34,6,6.837209302325581,32.0,137
37932,Sri Lanka,Pakistan,Mirpur,56,72,10,7.0,43.0,150
35953,Sri Lanka,India,Colombo,128,23,4,7.917525773195877,28.0,170
41406,West Indies,India,Mirpur,42,65,9,4.581818181818182,25.0,129
13964,India,England,Cardiff,39,74,7,5.086956521739131,27.0,148
32946,South Africa,Sri Lanka,Colombo,46,63,7,4.842105263157895,33.0,115
8901,England,Australia,Melbourne,106,16,3,6.115384615384615,17.0,130
36589,Sri Lanka,New Zealand,Nottingham,51,84,8,8.5,42.0,158
33455,South Africa,West Indies,Cape Town,35,83,8,5.675675675675675,26.0,165
24152,Pakistan,Australia,St Lucia,81,66,10,9.0,54.0,191
30408,South Africa,England,Cape Town,59,82,9,9.31578947368421,52.0,179
40000,West Indies,Bangladesh,Mirpur,78,47,8,6.410958904109589,26.0,132
16211,India,Sri Lanka,Colombo,150,17,7,8.737864077669903,49.0,174
39515,West Indies,Australia,St Lucia,95,33,6,6.551724137931035,38.0,150
21498,New Zealand,Sri Lanka,Auckland,34,80,6,5.1,22.0,179
2130,Australia,India,Melbourne,71,57,6,6.761904761904762,31.0,131
39162,West Indies,Australia,Brisbane,109,43,7,8.493506493506494,46.0,191
6693,Bangladesh,Pakistan,Cape Town,108,39,6,8.0,39.0,140
1466,Australia,England,Southampton,57,64,7,6.107142857142857,33.0,157
6014,Bangladesh,India,Colombo,43,85,8,7.371428571428571,37.0,139
20646,New Zealand,Pakistan,Hamilton,183,5,5,9.547826086956524,81.0,185
21279,New Zealand,South Africa,Durban,143,5,2,7.460869565217391,39.0,153
34593,Sri Lanka,Bangladesh,Chittagong,67,77,8,9.348837209302326,53.0,168
35778,Sri Lanka,India,Colombo,62,79,9,9.073170731707316,52.0,171
2708,Australia,India,Sydney,92,39,6,6.814814814814815,23.0,164
19054,New Zealand,England,Wellington,57,82,9,9.0,46.0,176
7552,Bangladesh,Sri Lanka,Mirpur,88,40,7,6.6,35.0,147
6388,Bangladesh,India,Rajkot,77,61,9,7.830508474576271,36.0,153
43157,West Indies,Sri Lanka,Pallekele,90,25,6,5.684210526315789,35.0,129
41530,West Indies,New Zealand,Auckland,42,70,8,5.04,28.0,126
40665,West Indies,England,London,192,12,5,10.666666666666666,61.0,208
19510,New Zealand,India,Auckland,158,26,7,10.085106382978724,61.0,203
30199,South Africa,Bangladesh,Mirpur,41,88,10,7.6875,36.0,169
21856,New Zealand,Sri Lanka,Johannesburg,148,11,5,8.146788990825687,43.0,164
43028,West Indies,Sri Lanka,Colombo,127,31,6,8.561797752808989,46.0,162
17326,New Zealand,Australia,Auckland,84,72,10,10.5,53.0,243
3977,Australia,South Africa,Brisbane,99,54,9,9.0,42.0,209
36923,Sri Lanka,Pakistan,Abu Dhabi,95,12,1,5.277777777777778,23.0,102
28166,Pakistan,Sri Lanka,Colombo,109,33,7,7.517241379310345,40.0,175
15851,India,South Africa,Durban,110,40,6,8.25,39.0,168
1044,Australia,England,Barbados,34,78,7,4.857142857142857,26.0,147
20441,New Zealand,Pakistan,Dubai,90,36,6,6.428571428571429,25.0,153
27995,Pakistan,South Africa,St Lucia,72,49,6,6.084507042253521,49.0,148
2927,Australia,New Zealand,Perth,54,79,8,7.902439024390244,49.0,186
10090,England,New Zealand,Manchester,80,65,7,8.727272727272727,48.0,191
10207,England,New Zealand,Napier,128,43,8,9.974025974025974,68.0,241
23743,Pakistan,Australia,Dubai,151,0,6,7.55,47.0,151
12497,England,West Indies,Mumbai,100,46,8,8.108108108108109,39.0,182
38399,Sri Lanka,West Indies,Barbados,49,82,9,7.736842105263157,43.0,195
14170,India,England,Durban,72,68,10,8.307692307692308,48.0,218
11935,England,Sri Lanka,Bristol,101,43,7,7.87012987012987,48.0,136
19820,New Zealand,India,Nagpur,58,56,7,5.4375,26.0,126
26571,Pakistan,New Zealand,Dubai,40,76,9,5.454545454545454,33.0,166
5171,Australia,Sri Lanka,Pallekele,228,13,8,12.785046728971963,78.0,263
12380,England,West Indies,London,77,64,8,8.25,43.0,161
11132,England,South Africa,Barbados,100,46,8,8.108108108108109,31.0,168
38503,Sri Lanka,West Indies,London,50,73,10,6.382978723404255,39.0,158
18123,New Zealand,Bangladesh,Mount Maunganui,188,6,5,9.894736842105264,42.0,195
30787,South Africa,England,Centurion,186,34,9,12.976744186046512,58.0,241
7296,Bangladesh,Sri Lanka,Colombo,117,49,8,9.887323943661972,43.0,176
9764,England,New Zealand,Auckland,124,53,7,11.1044776119403,61.0,214
7025,Bangladesh,South Africa,Cape Town,64,85,6,10.971428571428572,56.0,144
23580,Pakistan,Australia,Dubai,92,40,9,6.9,31.0,147
34356,Sri Lanka,Australia,Melbourne,125,15,6,7.142857142857143,49.0,161
36482,Sri Lanka,New Zealand,Auckland,127,6,2,6.684210526315789,47.0,142
1364,Australia,England,Melbourne,80,48,5,6.666666666666667,17.0,147
33511,South Africa,West Indies,Cape Town,121,28,7,7.891304347826087,41.0,165
5123,Australia,Sri Lanka,Pallekele,110,60,9,11.0,52.0,263
25175,Pakistan,England,Cardiff,90,26,6,5.74468085106383,27.0,126
12138,England,West Indies,Barbados,61,60,7,6.1,34.0,152
19190,New Zealand,England,Wellington,121,37,5,8.74698795180723,37.0,176
1078,Australia,England,Barbados,70,44,6,5.526315789473684,33.0,147
10303,England,Pakistan,Abu Dhabi,75,42,6,5.769230769230769,23.0,129
18647,New Zealand,England,London,49,90,9,9.8,49.0,201
3447,Australia,Pakistan,Dubai,159,9,4,8.594594594594595,28.0,168
3404,Australia,Pakistan,Dubai,74,24,4,4.625,20.0,89
34090,Sri Lanka,Australia,Cape Town,89,15,2,5.085714285714285,26.0,101
23895,Pakistan,Australia,Harare,155,18,6,9.117647058823527,52.0,194
21071,New Zealand,South Africa,Durban,67,74,10,8.73913043478261,54.0,151
16385,India,Sri Lanka,Pallekele,120,30,8,8.0,44.0,155
37499,Sri Lanka,Pakistan,Lahore,69,69,8,8.117647058823529,46.0,182
355,Afghanistan,Sri Lanka,Kolkata,131,10,5,7.1454545454545455,53.0,153
1072,Australia,England,Barbados,58,50,6,4.971428571428572,29.0,147
2778,Australia,India,Sydney,141,26,7,9.0,44.0,194
1017,Australia,England,Adelaide,142,10,6,7.745454545454545,41.0,157
32398,South Africa,Pakistan,Colombo,35,72,7,4.375,22.0,133
34128,Sri Lanka,Australia,Colombo,58,66,6,6.444444444444445,31.0,128
40491,West Indies,England,London,89,54,8,8.090909090909092,39.0,169
6779,Bangladesh,Pakistan,Lahore,45,68,7,5.1923076923076925,24.0,136
8193,England,Afghanistan,Delhi,49,76,6,6.681818181818182,34.0,142
21321,New Zealand,South Africa,Hamilton,75,63,9,7.894736842105263,34.0,173
22569,New Zealand,West Indies,Auckland,104,45,6,8.32,44.0,189
21596,New Zealand,Sri Lanka,Colombo,47,87,10,8.545454545454545,38.0,170
19030,New Zealand,England,Wellington,20,90,9,4.0,20.0,139
30995,South Africa,England,Mumbai,83,84,10,13.833333333333334,81.0,229
29204,South Africa,Australia,Brisbane,59,60,7,5.9,25.0,157
18674,New Zealand,England,London,91,64,9,9.75,42.0,201
11027,England,Pakistan,Manchester,117,38,7,8.560975609756097,60.0,131
14560,India,England,Nagpur,70,56,7,6.5625,25.0,144
16026,India,South Africa,Johannesburg,188,8,5,10.071428571428571,38.0,203
1675,Australia,England,Sydney,128,55,7,11.815384615384616,56.0,221
31456,South Africa,India,Mirpur,44,89,9,8.516129032258064,41.0,172
26931,Pakistan,New Zealand,Hamilton,107,30,6,7.133333333333334,42.0,163
38231,Sri Lanka,South Africa,Delhi,76,62,7,7.862068965517241,31.0,120
18723,New Zealand,England,London,165,19,7,9.801980198019802,45.0,201
14253,India,England,Kolkata,37,79,7,5.414634146341464,32.0,120
3336,Australia,Pakistan,Dubai,56,45,5,4.48,16.0,89
37306,Sri Lanka,Pakistan,Dubai,120,14,6,6.79245283018868,38.0,145
38358,Sri Lanka,West Indies,Bangalore,87,27,5,5.612903225806452,31.0,122
22423,New Zealand,Sri Lanka,Wellington,109,47,7,8.95890410958904,29.0,162
17906,New Zealand,Bangladesh,Mirpur,129,41,8,9.79746835443038,52.0,204
32135,South Africa,New Zealand,London,63,58,9,6.096774193548387,26.0,128
3888,Australia,South Africa,Adelaide,89,45,6,7.12,39.0,144
7621,Bangladesh,West Indies,Dhaka,78,68,9,9.0,37.0,211
24902,Pakistan,Bangladesh,St Lucia,117,40,10,8.775,50.0,172
20743,New Zealand,Pakistan,Napier,47,83,8,7.621621621621622,41.0,173
10171,England,New Zealand,Napier,56,79,9,8.195121951219512,45.0,241
10946,England,Pakistan,Manchester,39,78,9,5.571428571428571,32.0,131
28978,Pakistan,West Indies,Trinidad,125,4,2,6.465517241379311,41.0,132
40550,West Indies,England,London,115,40,7,8.625,55.0,169
22483,New Zealand,West Indies,Auckland,50,87,9,9.090909090909092,47.0,189
42550,West Indies,Pakistan,St Lucia,77,59,9,7.573770491803279,40.0,150
42262,West Indies,Pakistan,Dubai,44,63,5,4.631578947368421,22.0,115
32695,South Africa,Sri Lanka,Cape Town,79,60,9,7.9,42.0,169
22274,New Zealand,Sri Lanka,Pallekele,71,45,6,5.68,22.0,142
2456,Australia,India,Sydney,49,87,9,8.909090909090908,48.0,171
21150,New Zealand,South Africa,Durban,99,48,9,8.25,36.0,151
12891,India,Australia,Colombo,101,32,5,6.886363636363637,31.0,140
5718,Bangladesh,Australia,Bangalore,37,81,8,5.6923076923076925,32.0,156
26700,Pakistan,New Zealand,Dubai,114,34,6,7.953488372093023,43.0,161
27503,Pakistan,South Africa,Cape Town,67,58,8,6.483870967741935,40.0,176
31148,South Africa,England,Southampton,101,25,7,6.378947368421053,34.0,142
8291,England,Australia,Birmingham,92,73,10,11.74468085106383,65.0,221
11931,England,Sri Lanka,Bristol,97,47,7,7.972602739726027,51.0,136
41353,West Indies,India,Lauderhill,95,7,2,5.04424778761062,30.0,95
35910,Sri Lanka,India,Colombo,113,36,4,8.071428571428571,29.0,170
23721,Pakistan,Australia,Dubai,143,5,6,7.460869565217391,46.0,151
7486,Bangladesh,Sri Lanka,Dhaka,170,13,7,9.532710280373832,46.0,193
17886,New Zealand,Bangladesh,Mirpur,86,60,8,8.6,32.0,204
14076,India,England,Colombo,80,60,9,8.0,35.0,170
20387,New Zealand,Pakistan,Dubai,71,53,6,6.358208955223881,36.0,135
9617,England,India,Pune,77,71,9,9.428571428571429,55.0,157
42489,West Indies,Pakistan,Mirpur,89,26,5,5.680851063829787,22.0,166
10077,England,New Zealand,Manchester,67,78,9,9.571428571428571,50.0,191
27760,Pakistan,South Africa,Centurion,168,0,1,8.330578512396695,40.0,168
11838,England,South Africa,Nottingham,78,45,6,6.24,46.0,111
4330,Australia,South Africa,Johannesburg,71,59,5,6.983606557377049,43.0,166
30800,South Africa,England,Centurion,202,28,8,13.173913043478262,69.0,241
27504,Pakistan,South Africa,Cape Town,67,57,8,6.380952380952381,39.0,176
25678,Pakistan,India,Colombo,109,24,4,6.8125,38.0,128
38453,Sri Lanka,West Indies,Barbados,133,29,9,8.76923076923077,43.0,195
19065,New Zealand,England,Wellington,39,78,9,5.571428571428571,30.0,139
37002,Sri Lanka,Pakistan,Colombo,54,65,10,5.890909090909091,33.0,139
23167,Pakistan,Australia,Birmingham,87,49,7,7.352112676056338,26.0,162
2169,Australia,India,Melbourne,93,39,6,6.888888888888889,35.0,131
14390,India,England,Manchester,117,36,5,8.357142857142858,44.0,165
14103,India,England,Colombo,111,33,8,7.655172413793103,35.0,170
30816,South Africa,England,Centurion,177,21,6,10.727272727272728,59.0,222
37250,Sri Lanka,Pakistan,Dubai,127,39,9,9.407407407407408,58.0,211
8309,England,Australia,Birmingham,127,56,8,11.90625,57.0,221
36481,Sri Lanka,New Zealand,Auckland,121,7,2,6.424778761061947,41.0,142
12812,India,Australia,Adelaide,148,19,8,8.792079207920793,49.0,188
9708,England,New Zealand,Auckland,64,81,9,9.846153846153848,45.0,214
32785,South Africa,Sri Lanka,Centurion,45,78,9,6.428571428571429,32.0,180
42360,West Indies,Pakistan,Karachi,64,60,9,6.4,40.0,153
7592,Bangladesh,Sri Lanka,Mirpur,142,2,4,7.220338983050848,45.0,147
3152,Australia,Pakistan,Chandigarh,116,41,7,8.810126582278482,50.0,193
11563,England,South Africa,Durban,122,34,7,8.511627906976743,32.0,204
7430,Bangladesh,Sri Lanka,Dhaka,96,64,9,10.285714285714286,41.0,193
6613,Bangladesh,New Zealand,Napier,114,16,4,6.576923076923077,39.0,141
41183,West Indies,India,Lauderhill,131,61,9,13.322033898305085,68.0,245
30526,South Africa,England,Cape Town,105,43,8,8.181818181818182,34.0,179
28500,Pakistan,Sri Lanka,Lahore,134,17,8,7.805825242718447,43.0,180
17774,New Zealand,Bangladesh,Kolkata,43,79,9,6.2926829268292686,29.0,145
32602,South Africa,Pakistan,Johannesburg,124,27,8,8.0,52.0,188
41545,West Indies,New Zealand,Auckland,52,63,7,5.473684210526316,33.0,126
3124,Australia,Pakistan,Chandigarh,67,68,7,7.730769230769231,39.0,193
33620,South Africa,West Indies,Durban,156,16,9,9.0,45.0,195
5183,Australia,Sri Lanka,Pallekele,263,1,8,13.260504201680671,85.0,263
3768,Australia,Pakistan,St Lucia,65,69,8,7.647058823529412,33.0,191
36616,Sri Lanka,New Zealand,Nottingham,80,59,8,7.868852459016393,33.0,158
29211,South Africa,Australia,Brisbane,65,53,7,5.82089552238806,28.0,157
32269,South Africa,New Zealand,Wellington,125,16,5,7.211538461538462,54.0,147
31829,South Africa,New Zealand,Barbados,41,89,9,7.935483870967742,40.0,170
13448,India,Bangladesh,Colombo,125,25,9,7.894736842105263,47.0,176
28763,Pakistan,West Indies,Karachi,155,19,6,9.207920792079207,46.0,203
38872,West Indies,Afghanistan,Lucknow,59,81,9,9.076923076923077,53.0,164
11319,England,South Africa,Cape Town,134,0,2,6.644628099173554,34.0,134
19832,New Zealand,India,Nagpur,71,44,6,5.605263157894737,31.0,126
30576,South Africa,England,Cape Town,95,28,4,6.195652173913044,22.0,154
16851,India,West Indies,London,75,39,6,5.555555555555555,26.0,153
10610,England,Pakistan,Dubai,79,50,7,6.771428571428571,37.0,160
9841,England,New Zealand,Auckland,160,16,3,9.23076923076923,54.0,184
23071,Pakistan,Australia,Abu Dhabi,153,2,2,7.779661016949152,43.0,155
15530,India,South Africa,Cape Town,124,29,7,8.175824175824175,42.0,172
1654,Australia,England,Sydney,74,65,8,8.072727272727272,49.0,195
27114,Pakistan,New Zealand,Pallekele,86,67,9,9.735849056603774,59.0,177
41206,West Indies,India,Lauderhill,45,54,5,4.090909090909091,12.0,95
36787,Sri Lanka,Pakistan,Abu Dhabi,94,56,7,8.8125,33.0,141
16966,India,West Indies,Lucknow,136,24,8,8.5,43.0,195
16339,India,Sri Lanka,Pallekele,57,74,9,7.434782608695652,38.0,155
37494,Sri Lanka,Pakistan,Lahore,78,71,10,9.551020408163266,47.0,165
